AIND-ID	型	意味	作業可否	該当箇所	前後文脈	作業者への指示
AIND-D02373	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$540029228241$# $$$	قصروه . مات سنة أربع وستين . أرخه ابن عزم . ###$540029228241$# $$$ جانبك قلقسيز ، هو الاينالي الاشرفي . مضى .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02376	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$160616682719$# $$$	القعدة سنة ستين ، وقد ناهز الستين تقريبا . ###$160616682719$# $$$ جانبك المرتد يأتي قريبا ###$213079037160$#	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02376	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$213079037160$# $$$	$160616682719$# $$$ جانبك المرتد يأتي قريبا ###$213079037160$# $$$ جانبك المشد . هو الاشرفي برسباي ###$9161995	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02376	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$916199576808$# $$$	37160$# $$$ جانبك المشد . هو الاشرفي برسباي ###$916199576808$# $$$ جانبك المغربي مضيا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02379	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$832795841777$# $$$	ثلاث وسبعين . وكان من المهملين المنهمكين . ###$832795841777$# $$$ جانبك نائب بعلبك . في النوروزي قريبا .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02404	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$826446256560$# $$$	خيدب بن لحاف بن راجح . مات سنة تسع وعشرين . ###$826446256560$# $$$ جرقطلي في جار قطلي .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02414	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	اطر وطرح التكلف وكدر المعيشة إما بالفقر وتنكن±±± زوجته وإما بهما ولذا فارقها بعد أن تزوج ابن	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D02424	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$923170510154$# $$$	. ذكره ابن خطيب الناصرية وشيخنا في أنبائه . ###$923170510154$# $$$ جقمق الأرغون شاوي الدوادار . ولي نيابة دمشق	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02426	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$315319391566$# $$$	يد ، وزار بيت المقدس والخليل . ونعم الرجل . ###$315319391566$# $$$ جقمق المؤيدي الدوادار نائب الشام . مضى قريبا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02444	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$960835360100$# $$$	بن جمان أحمد الكيلاني . هكذا جرده ابن فهد . ###$960835360100$# $$$ جقمق في حوادث سنة عشر .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02449	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$284063438187$# $$$	سنة سبع وخمسين فاستقر فيها بعده رحمه الله . ###$284063438187$# $$$ الجنيد السكري . في محمد بن محمد بن . وكذا في	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02450	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$351193273709$# $$$	م قانم التاجر ومعه جملة من الهدايا والتحف . ###$351193273709$# $$$ جهان شاه هو محمود بن محمد بن قاوان . يأتي .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02451	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$179381998964$# $$$	شتد حنقه وقدم إلى آمد فحاصرها وجهان كير بها ###$179381998964$# $$$ جوان اللعين صاحب قبرس . يأتي في صاحب من الأل	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02452	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$925246690683$# $$$	حتى بعد شيخوخته . مات في سنة نيف وثلاثين . ###$925246690683$# $$$ جوكي بن شاه رخ . مضى في أحمد .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02461	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$245250393945$# $$$	ة فحمدت عقله وأدبه وخدمته ورغبته في الخير . ###$245250393945$# $$$ جوهر الصفوي . يأتي في المنجكي قريبا .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02479	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$283191023014$# $$$	بن قلاوون الملك المنصور . مات في سنة احدى . ###$283191023014$# $$$ حاجي بن مغلطاي ويقال له أمير حاج ، مضى في ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02479	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$114085074342$# $$$	مغلطاي ويقال له أمير حاج ، مضى في الهمزة . ###$114085074342$# $$$ حاجي فقيه في ابن عبد الله قريبا .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02482	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$247627519398$# $$$	ن نير الجانفوري الهندي . ممن سمع منى بمكة . ###$247627519398$# $$$ حافظ . في عبيد الله بن عبد الله . ###$79801	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02482	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$798012478890$# $$$	398$# $$$ حافظ . في عبيد الله بن عبد الله . ###$798012478890$# $$$ حافظ آخر مقرئ كان شيخ قبة المرح . في محمد بن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02493	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$412231957514$# $$$	لى لجده لأمه شيخنا ولم يلبث أن مات وهو طفل. ###$412231957514$# $$$ حدندل ، في على غير منسوب .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02495	ELLIPSIS	原文の欠落（lacuna）	○	...	356 حرب بن ... بن عبد القادر شيخ جبال نابلس مات بالبرج في ص	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02509	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$604575372777$# $$$	صيته إليه وجعل له إما مائة دينار أو نصفها . ###$604575372777$# $$$ حسن بن إبراهيم الخالدي . مضى فيمن جده حسين ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02519	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	ن علي بدر الدين الشيشيني . سمع علي شيخنا قلعة±±± من متبايناته بقراءة الفتحي ووصفه بالشيخ .	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D02528	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$471923879121$# $$$	، ومات بالحبشة وهو والد الجمال محمد الآتي . ###$471923879121$# $$$ الحسن بن أمير علي بن سنقر حسام الدين بن غرلو	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02528	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$968724846082$# $$$	له من جهة الأم . يأتي في آخر من اسمه حسن . ###$968724846082$# $$$ الحسن بن أيوب . يأتي في ابن يوسف بن أيوب .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02541	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	لحجرة وأنه قيل لهم إن المفتاح مع الخادم وسيجئ±±± الآن قال فلم يكن بأسرع من مجيئك ففتحت الحجرة	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D02542	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$150802011690$# $$$	ومات في حدود سنة خمسين ظنا . قاله البقاعي . ###$150802011690$# $$$ الحسن بن داود بن حسين الاطفيحي ثم الطنتدائي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02547	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$788533351991$# $$$	باي وبرسباي . قاله شيخنا في إنبائه مختصرا . ###$788533351991$# $$$ الحسن بن سودون الفقيه . هو الذي قبله .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02589	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$579686373003$# $$$	وة وشدة حرص اقتضى تعبه من قبل بنيه ونحوهم . ###$579686373003$# $$$ حسن بن علي بن محمد بن علي البدر أبو عبد الله	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02594	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$348253066896$# $$$	اء ثم عجز ، وسافر مع أخته إلى بلاده ثم عاد . ###$348253066896$# $$$ حسن بن علي بن محمد حسام الدين الابيوردي . مض	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02618	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$872771753647$# $$$	% وغير ذلك مما أودعته في التاريخ الكبير . ###$872771753647$# $$$ حسن بن محمد بن جعفر . أحيل عليه في الحسن بن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02626	ELLIPSIS	原文の欠落（lacuna）	○	...	الجمال الكازروني في سنة أربع وثلاثين . ومات ...	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02626	IDEOSPACE	全角スペース（変換ノイズ）	◎	　	ى الجمال الكازروني في سنة أربع وثلاثين . ومات ...	半角スペースとして扱う。
AIND-D02640	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$426577499871$# $$$	عليه وهو ممن أخذ عني ونعم الرجل رحمه الله . ###$426577499871$# $$$ حسن بن محمد بن نصر الله . يأتي قريبا بدون مح	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02643	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$891088279270$# $$$	مات فيها في ربيع الأول سنة اثنتين وسبعين . ###$891088279270$# $$$ حسن بن محمد الأمير البدر بن المحب الطرابلسي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02649	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$125086734071$# $$$	لجمال محمد بن أبي الفتح ودخل الشام وغيرها . ###$125086734071$# $$$ حسن بن نبهان . في ابن محمد بن عمر بن الحسن ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02674	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$568936372005$# $$$	لخواجا . مات بمكة في المحرم سنة ست وخمسين . ###$568936372005$# $$$ حسن الشريف السكندري . مضى في الملقبين بدر ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02678	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$519623939887$# $$$	سين ، وما علمت متى مات أبوها صاحب الترجمة . ###$519623939887$# $$$ حسن العلقمي . في ابن أحمد بن حرمي بن مكي بن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02679	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$162109855538$# $$$	ات بمكة في رجب سنة اثنتين أو إحدى وأربعين . ###$162109855538$# $$$ حسن الفيومي إمام الزاهد . في ابن علي بن سليم	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02679	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$619859416883$# $$$	لفيومي إمام الزاهد . في ابن علي بن سليمان . ###$619859416883$# $$$ حسن القدسي شيخ الشيخونية . في ابن أبي بكر بن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02681	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$504318924593$# $$$	ائلة وهو طارح التكلف ممن كان يجله شاد جدة . ###$504318924593$# $$$ حسن النمراوي اثنان : ابن علي بن حسن بن أبي ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02681	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$380989609784$# $$$	سن بن أبي بكر وابن محمد بن علي وهما صهران . ###$380989609784$# $$$ حسن الهندي . مضى قريبا .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02685	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$370231220040$# $$$	عشرون سنة فيما بلغني . ذكره الفاسي في مكة . ###$370231220040$# $$$ حسين بن أحمد بن علي المواز . تقدم في حسن بال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02691	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$843822667615$# $$$	قد بلغ السبعين أو جازها ظنا . ذكره الفاسي . ###$843822667615$# $$$ حسين بن أحمد ، مضى في تغرى برمش .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02692	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$862596372324$# $$$	ه وغيرها بمكة في سنة سبع وثمانين وكتبت له . ###$862596372324$# $$$ حسين بن أصيل ، يأتي في ابن عبد الله بن أوليا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02699	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$965663004532$# $$$	لم يخلف بعده في فنه مثله رحمه الله وإيانا . ###$965663004532$# $$$ حسين بن أبي الخير الفاكهاني . يأتي في ابن مح	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02702	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$367232292733$# $$$	لى الشيخ محمد الكرماني ويقول بفساد عقيدته . ###$367232292733$# $$$ حسين بن عبد العزيز الحفصي . في ابن أبي فارس	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02709	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$622187255695$# $$$	ين ويقال إنه مأسور بأيدي الفرنج خلصه الله . ###$622187255695$# $$$ حسين بن علاء الدولة ، سيأتي فيمن لم يسم أبوه	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02720	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$182557332296$# $$$	ن المخلف ما كان يدعى فيه رحمه الله وإيانا . ###$182557332296$# $$$ حسين بن علي بن عبد الله الشرف الفارقي ثم الز	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02724	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$145865316266$# $$$	ة بالطاعون وهو في عقود المقريزي رحمه الله . ###$145865316266$# $$$ حسين بن علي بن محمد بن غضنفر أحد الاشراف . ي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02728	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$347846219698$# $$$	الأول سنة تسع وأربعين بمكة ودفن بالمعلاة . ###$347846219698$# $$$ حسين بن علي الشرف الفارقي . مضى فيمن جده أبو	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02760	ELLIPSIS	原文の欠落（lacuna）	○	...	612 حسين بن ... بن جعفر . مات في العشر الأخير من ربيع الآخر	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02762	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$917638223862$# $$$	شرين ودفن بالمعلاة جوار الشيخ عمر العرابي . ###$917638223862$# $$$ حسين الأهدل . في ابن عبد الرحمن بن محمد بن ع	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02762	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$704181704697$# $$$	حمن بن محمد بن علي . وفي ابن صديق بن حسين . ###$704181704697$# $$$ حسين خادم الشافعي . في ابن محمد بن أحمد . #	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02762	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$187426674682$# $$$	$ حسين خادم الشافعي . في ابن محمد بن أحمد . ###$187426674682$# $$$ حسين السامري كاتب سر دمشق وناظر جيشها . مضى	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02782	ELLIPSIS	原文の欠落（lacuna）	○	...	بزمامه %~% اقصد خليل الله عند مقامه %~% %~% ... ... ... %~% في حي جيرون ولذ بزمامه %~% %~%	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02782	ELLIPSIS	原文の欠落（lacuna）	○	...	مه %~% اقصد خليل الله عند مقامه %~% %~% ... ... ... %~% في حي جيرون ولذ بزمامه %~% %~% وابد	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02782	ELLIPSIS	原文の欠落（lacuna）	○	...	~% اقصد خليل الله عند مقامه %~% %~% ... ... ... %~% في حي جيرون ولذ بزمامه %~% %~% وابد الخ	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02788	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$447339305024$# $$$	ته لباب المدرسة . والبعاث بأرض مصر يستنسر . ###$447339305024$# $$$ حمزة بن محمد بن موسى . هو طوغان يأتي .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02793	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$528494893129$# $$$	ن محمد بن أحمد البرلسي . ممن سمع منى بمكة . ###$528494893129$# $$$ حميد الضرير . هو أحمد بن محمد بن عماد .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02799	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$896192747610$# $$$	تفتازاني قال الطاووسي أجاز لي في سنة إحدى . ###$896192747610$# $$$ حيدر العجمي شيخ قبة النصر . مضى في ابن أحمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02819	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$947799464071$# $$$	ي وثمانين قاله لي حفيده يونس بن محمد الآتي . ###$947799464071$# $$$ خربندا في خذابنده وانه محمد بن أرغون بن ايغا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02819	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$923808045194$# $$$	ي خذابنده وانه محمد بن أرغون بن ايغا يأتي . ###$923808045194$# $$$ خرز وقيل بالسين بدل الزاي الشامي . هو إبراهي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02821	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$587567470736$# $$$	672 خروف المجذوب المعتقد . ###$587567470736$# $$$ خسرو نائب الشام . كذا سماه العيني وصوابه قصر	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02844	ELLIPSIS	原文の欠落（lacuna）	○	...	القاهري . ذكره شيخنا في أنبائه فقال أصله من ... وكان يتجر في الزيت ثم في البر يجلبه ويبيعه ،	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D02845	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$267995060418$# $$$	له واستقر بعده في الخزانة البرهاني الكركي . ###$267995060418$# $$$ خضر بن علي بن أحمد بن عبد العزيز بن القسم .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02866	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$189351860458$# $$$	ته وسائر أحواله رحمه الله وإيانا وعفا عنه . ###$189351860458$# $$$ خلف الايوبي صاحب حصن كيفا . في ابن محمد بن س	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02871	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$789883918576$# $$$	ثير وكان محترما مهابا زائد لخفر رحمه الله . ###$789883918576$# $$$ خليفة المغربي نزيل بيت المقدس . مضى في ابن م	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02920	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$998873504098$# $$$	دينة النبوية ودفن بالبقيع وقد قارب الستين . ###$998873504098$# $$$ خليل بن أبي الهول . في ابن أبي البركات .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02924	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$537302931826$# $$$	كبدي اسعفاني %~% إذا لم يرضني عبدا فأني %~% ###$537302931826$# $$$ خليل الأذرعي . في ابن عبد الله . ###$291466	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02924	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$291466385782$# $$$	1826$# $$$ خليل الأذرعي . في ابن عبد الله . ###$291466385782$# $$$ خليل البابرتي . في ابن عبد الله .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02925	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$532638865785$# $$$	و بعدها بالبدر حسن بن محب الدين الطرابلسي . ###$532638865785$# $$$ خليل صاحب شماخي . في ابن إبراهيم . ###$6274	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02925	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$627434330490$# $$$	85$# $$$ خليل صاحب شماخي . في ابن إبراهيم . ###$627434330490$# $$$ خليل اليوسفي المهمندار . يأتي في قانباي .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02943	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$659365566886$# $$$	بهادر السنبلي أمير زبيد . مات سنة ثلاثين . ###$659365566886$# $$$ داود بن داود بن محمد القلتاوي . يأتي في ابن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02952	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$136541379010$# $$$	اث . ذكره ابن خطيب الناصرية واختصره شيخنا . ###$136541379010$# $$$ داود بن علي الغماري . يأتي في ابن موسى .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02961	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$908192651726$# $$$	ققين وأجاز لي مرارا منها في شهور سنة ثلاث . ###$908192651726$# $$$ داود الصيرفي والد النور على القاضي . في ابن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02961	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$231152294355$# $$$	في والد النور على القاضي . في ابن إبراهيم . ###$231152294355$# $$$ داود الكردي . مضى في ابن عبد الصمد .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02968	IDEOSPACE	全角スペース（変換ノイズ）	◎	　	دريب بن خلد بن قطب الدين الأمير قطب الدين الحسنى صاحب جازان كان نبيلا جليلا ذا مكارم وم	半角スペースとして扱う。
AIND-D02968	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$550942808539$# $$$	لشهاب أحمد أبو الغوائل الماضى رحمهما الله . ###$550942808539$# $$$ دقماق الباسطي . هو أحمد بن محمد مضى .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D02981	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$106661157372$# $$$	ي الحسني قراقجا الآتي . | حرف الذال المعجمة ###$106661157372$# $$$ ذو النون جماعة ممن يسمى يونس .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03053	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$390963665542$# $$$	تي وانه توفي سنة ثلاث وسبعين ثم استبعدت ذلك ###$390963665542$# $$$ سالم بن أحمد الحنبلي القاضي في سالم بن سالم	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03053	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$166154427083$# $$$	لم بن أحمد الحنبلي القاضي في سالم بن سالم . ###$166154427083$# $$$ سالم بن إسماعيل بن الحسن البابي ثم الحلبي في	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03072	IDEOSPACE	全角スペース（変換ノイズ）	◎	　	بلاط وطراه بالزيت وتصرف تصرفا منكرا ولم يلبث أن رافع فيه بعض المستحقين فبادر إلى التخلص بك	半角スペースとして扱う。
AIND-D03095	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$739153812202$# $$$	ي إنبائه ومعجمه والمقريزي في عقوده وآخرون . ###$739153812202$# $$$ سعد الآمدي الطرابلسي . مضى في ابن عبد الله .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03095	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$498241379052$# $$$	عد الآمدي الطرابلسي . مضى في ابن عبد الله . ###$498241379052$# $$$ سعد الحضرمي . مضى قريبا في ابن محمد بن عبد ا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03130	IDEOSPACE	全角スペース（変換ノイズ）	◎	　	ير . وكان محدث أهل بلده وقرأ الكثير على شيخنا المجد اللغوي ونعم الرجل كان لقيته بزبيد وتعز	半角スペースとして扱う。
AIND-D03155	ELLIPSIS	原文の欠落（lacuna）	○	...	ييد %~% %~% اختاره الملك السلطان ناصرنا %~% ... ... ... ... %~% %~% يرجو سليمان الابشيطي نا	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D03155	ELLIPSIS	原文の欠落（lacuna）	○	...	%~% %~% اختاره الملك السلطان ناصرنا %~% ... ... ... ... %~% %~% يرجو سليمان الابشيطي ناظمها	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D03155	ELLIPSIS	原文の欠落（lacuna）	○	...	%~% اختاره الملك السلطان ناصرنا %~% ... ... ... ... %~% %~% يرجو سليمان الابشيطي ناظمها %~%	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D03155	ELLIPSIS	原文の欠落（lacuna）	○	...	اختاره الملك السلطان ناصرنا %~% ... ... ... ... %~% %~% يرجو سليمان الابشيطي ناظمها %~% أن	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D03187	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$713685998486$# $$$	في كائنة تكلم معه فيها وخاشنه رحمهما الله . ###$713685998486$# $$$ سنان آخر اسمه يوسف بن أحمد الرومي . ###$175	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D03187	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$175934282649$# $$$	6$# $$$ سنان آخر اسمه يوسف بن أحمد الرومي . ###$175934282649$# $$$ سنبل فتى السلطان محمود بن بغيث خان بن علي شي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
